"fruit","group","date","training","day","file","w","g1","g2","yg","y1","y2","yb","b1","b2","b3"
"13","F",2020-06-15,TRUE,18,"13_F_2020-06-15.png",0.832088122605364,0.0060727969348659,0.00252873563218391,0.000747126436781609,0.00170498084291188,0.000325670498084291,0,0,0.122701149425287,0.0338314176245211
"13","F",2020-06-16,FALSE,19,"13_F_2020-06-16.png",0.834272030651341,0.00507662835249042,0.00272030651340996,0.000613026819923372,0.00164750957854406,0.000325670498084291,0,0,0.125555555555556,0.0297892720306513
"13","F",2020-06-17,TRUE,20,"13_F_2020-06-17.png",0.833850574712644,0.00852490421455939,0.0028544061302682,0.000881226053639847,0.00149425287356322,0.00024904214559387,0,0,0.120632183908046,0.0315134099616858
"14","B",2020-05-28,TRUE,0,"14_B_2020-05-28.png",0.799693486590038,0.0125095785440613,0.0650766283524904,0.0406704980842912,0.0635057471264368,0.00461685823754789,0.00980842911877395,0.00411877394636015,0,0
"14","B",2020-05-29,FALSE,1,"14_B_2020-05-29.png",0.808371647509579,0.00243295019157088,0.0261877394636015,0.0545402298850575,0.0504022988505747,0.0383141762452107,0.0183141762452107,0.00124521072796935,0.000114942528735632,7.66283524904215e-05
"14","B",2020-05-30,TRUE,2,"14_B_2020-05-30.png",0.808735632183908,0.000747126436781609,0.0217241379310345,0.0130842911877395,0.0544827586206897,0.0444636015325671,0.0411685823754789,0.0150766283524904,0.000402298850574713,0.000114942528735632
"14","B",2020-06-01,TRUE,4,"14_B_2020-06-01.png",0.810498084291188,0.00053639846743295,0.016455938697318,0.0499808429118774,0.0614942528735632,0.0185823754789272,0.0160344827586207,0.0256513409961686,0.000421455938697318,0.000344827586206897
"14","B",2020-06-02,FALSE,5,"14_B_2020-06-02.png",0.810823754789272,0.000440613026819923,0.0208429118773946,0.0680268199233716,0.0619731800766284,0.0101915708812261,0.00632183908045977,0.0201724137931034,0.000842911877394636,0.000363984674329502
"14","B",2020-06-03,TRUE,6,"14_B_2020-06-03.png",0.813505747126437,0.000632183908045977,0.0301915708812261,0.0800191570881226,0.0588314176245211,0.00409961685823755,0,0.0111111111111111,0.00160919540229885,0
"14","B",2020-06-04,FALSE,7,"14_B_2020-06-04.png",0.814406130268199,0.00220306513409962,0.0244636015325671,0.0856513409961686,0.0328735632183908,0.00132183908045977,1.91570881226054e-05,0.0359770114942529,0.00298850574712644,9.57854406130268e-05
"14","B",2020-06-05,TRUE,8,"14_B_2020-06-05.png",0.813505747126437,0.00574712643678161,0.0283908045977012,0.0733716475095785,0.0274712643678161,0.00168582375478927,0,0.044176245210728,0.00555555555555556,9.57854406130268e-05
"14","B",2020-06-06,FALSE,9,"14_B_2020-06-06.png",0.817777777777778,0.014272030651341,0.0240421455938697,0.0552107279693487,0.0218390804597701,0.00109195402298851,0,0.0515900383141762,0.0125095785440613,0.00166666666666667
"14","B",2020-06-07,TRUE,10,"14_B_2020-06-07.png",0.818620689655172,0.0067816091954023,0.0127394636015326,0.0415134099616858,0.010632183908046,0.00124521072796935,0.00448275862068965,0.0590421455938697,0.0416283524904215,0.00331417624521073
"14","B",2020-06-08,FALSE,11,"14_B_2020-06-08.png",0.818984674329502,0.00693486590038314,0.0110727969348659,0.0423371647509579,0.00760536398467433,0.00116858237547893,0.00243295019157088,0.0593486590038314,0.0471455938697318,0.00296934865900383
"14","B",2020-06-09,TRUE,12,"14_B_2020-06-09.png",0.822413793103448,0.00703065134099617,0.00729885057471264,0.0287547892720307,0.00513409961685824,0.00105363984674329,0.00201149425287356,0.0526628352490421,0.0703639846743295,0.00327586206896552
"14","B",2020-06-10,FALSE,13,"14_B_2020-06-10.png",0.818544061302682,0.00837164750957854,0.00917624521072797,0.0259770114942529,0.00304597701149425,0.00109195402298851,0.000344827586206897,0.0452873563218391,0.0830651340996169,0.00509578544061303
"14","B",2020-06-11,TRUE,14,"14_B_2020-06-11.png",0.822567049808429,0.00578544061302682,0.00586206896551724,0.0148659003831418,0.00327586206896552,0.000881226053639847,0.0025095785440613,0.0388697318007663,0.100574712643678,0.00480842911877395
"14","B",2020-06-12,FALSE,15,"14_B_2020-06-12.png",0.827835249042146,0.00545977011494253,0.00524904214559387,0.00940613026819923,0.00166666666666667,0.000651340996168582,0.00111111111111111,0.0232567049808429,0.111609195402299,0.0137547892720307
"14","B",2020-06-13,TRUE,16,"14_B_2020-06-13.png",0.829080459770115,0.00561302681992337,0.00402298850574713,0.00496168582375479,0.00151340996168582,0.000459770114942529,0.000517241379310345,0.016551724137931,0.120823754789272,0.016455938697318
"14","B",2020-06-14,FALSE,17,"14_B_2020-06-14.png",0.828486590038314,0.00475095785440613,0.00394636015325671,0.00431034482758621,0.00170498084291188,0.000613026819923372,0.000478927203065134,0.0108429118773946,0.125498084291188,0.019367816091954
"14","B",2020-06-15,TRUE,18,"14_B_2020-06-15.png",0.834501915708812,0.00394636015325671,0.00329501915708812,0.00312260536398467,0.00172413793103448,0.00053639846743295,0.000268199233716475,0.00783524904214559,0.120651340996169,0.0241187739463602
"14","B",2020-06-16,FALSE,19,"14_B_2020-06-16.png",0.836417624521073,0.00408045977011494,0.00295019157088123,0.00316091954022989,0.0017816091954023,0.000498084291187739,0,0.00448275862068965,0.119501915708812,0.0271264367816092
"14","B",2020-06-17,TRUE,20,"14_B_2020-06-17.png",0.837911877394636,0.0042911877394636,0.00279693486590038,0.00189655172413793,0.00172413793103448,0.00028735632183908,0,0.00413793103448276,0.11036398467433,0.0365900383141762
"15","B",2020-05-28,TRUE,0,"15_B_2020-05-28.png",0.833103448275862,0.0377586206896552,0.0570498084291188,0.0649616858237548,0.00266283524904215,0.00130268199233716,0.00193486590038314,0.0010727969348659,0.000114942528735632,3.83141762452107e-05
"15","B",2020-05-29,FALSE,1,"15_B_2020-05-29.png",0.835632183908046,0.0035632183908046,0.0449808429118774,0.0399808429118774,0.0456896551724138,0.00164750957854406,0.0262068965517241,0.00204980842911877,0.000153256704980843,9.57854406130268e-05
"15","B",2020-05-30,TRUE,2,"15_B_2020-05-30.png",0.833544061302682,0.0028735632183908,0.0420114942528736,0.0167816091954023,0.040632183908046,0.0021455938697318,0.0558429118773946,0.00549808429118774,0.000402298850574713,0.000268199233716475
"15","B",2020-06-01,TRUE,4,"15_B_2020-06-01.png",0.83411877394636,0.00247126436781609,0.0254789272030651,0.045823754789272,0.0416475095785441,0.00164750957854406,0.0247509578544061,0.0230651340996169,0.000517241379310345,0.000478927203065134
"15","B",2020-06-02,FALSE,5,"15_B_2020-06-02.png",0.833122605363985,0.00231800766283525,0.0238505747126437,0.0622605363984674,0.0448659003831418,0.00137931034482759,0.00900383141762452,0.0215708812260536,0.00105363984674329,0.000574712643678161
"15","B",2020-06-03,TRUE,6,"15_B_2020-06-03.png",0.833754789272031,0.00258620689655172,0.0283908045977012,0.0731609195402299,0.0454597701149425,0.00160919540229885,0,0.0133141762452107,0.00172413793103448,0
"15","B",2020-06-04,FALSE,7,"15_B_2020-06-04.png",0.83448275862069,0.00385057471264368,0.0222222222222222,0.0722988505747127,0.033639846743295,0.00147509578544061,0.0014367816091954,0.0245977011494253,0.00580459770114942,0.000191570881226054
"15","B",2020-06-05,TRUE,8,"15_B_2020-06-05.png",0.834731800766284,0.00549808429118774,0.0235249042145594,0.0675478927203065,0.034904214559387,0.0010727969348659,0,0.0236590038314176,0.00883141762452107,0.000229885057471264
"15","B",2020-06-06,FALSE,9,"15_B_2020-06-06.png",0.837624521072797,0.00655172413793103,0.02727969348659,0.0717624521072797,0.0127586206896552,0.00118773946360153,0,0.0277394636015326,0.0135057471264368,0.00159003831417625
"15","B",2020-06-07,TRUE,10,"15_B_2020-06-07.png",0.83963601532567,0.00448275862068965,0.0224712643678161,0.0396551724137931,0.00383141762452107,0.00113026819923372,0.023007662835249,0.0413984674329502,0.0158045977011494,0.0085823754789272
"15","B",2020-06-08,FALSE,11,"15_B_2020-06-08.png",0.835919540229885,0.00603448275862069,0.0161494252873563,0.0557088122605364,0.00777777777777778,0.00130268199233716,0.00915708812260536,0.038448275862069,0.0203639846743295,0.00913793103448276
"15","B",2020-06-09,TRUE,12,"15_B_2020-06-09.png",0.842068965517241,0.00557471264367816,0.0114367816091954,0.0469731800766284,0.0102873563218391,0.000938697318007663,0.00988505747126437,0.0372222222222222,0.0221647509578544,0.013448275862069
"15","B",2020-06-10,FALSE,13,"15_B_2020-06-10.png",0.840019157088123,0.0082183908045977,0.0162835249042146,0.0491379310344828,0.00419540229885057,0.000632183908045977,0.00394636015325671,0.0401340996168582,0.025,0.0124329501915709
"15","B",2020-06-11,TRUE,14,"15_B_2020-06-11.png",0.840325670498084,0.0053639846743295,0.0113026819923372,0.0392337164750958,0.0112260536398467,0.000689655172413793,0.00844827586206896,0.0338505747126437,0.0286781609195402,0.0208812260536398
"15","B",2020-06-12,FALSE,15,"15_B_2020-06-12.png",0.845459770114943,0.00590038314176245,0.0110344827586207,0.0283333333333333,0.00226053639846743,0.000363984674329502,0.00649425287356322,0.0382758620689655,0.0362068965517241,0.0256704980842912
"15","B",2020-06-13,TRUE,16,"15_B_2020-06-13.png",0.84492337164751,0.00593869731800766,0.00973180076628353,0.0242145593869732,0.00195402298850575,0.000517241379310345,0.00519157088122605,0.0298275862068966,0.0507854406130268,0.0269157088122605
"15","B",2020-06-14,FALSE,17,"15_B_2020-06-14.png",0.843773946360153,0.00542145593869732,0.00760536398467433,0.020536398467433,0.00204980842911877,0.000574712643678161,0.00363984674329502,0.0286206896551724,0.05772030651341,0.0300574712643678
"15","B",2020-06-15,TRUE,18,"15_B_2020-06-15.png",0.848084291187739,0.00478927203065134,0.00670498084291188,0.0161685823754789,0.00157088122605364,0.000344827586206897,0.00270114942528736,0.0247509578544061,0.0611111111111111,0.0337739463601533
"15","B",2020-06-16,FALSE,19,"15_B_2020-06-16.png",0.85051724137931,0.00655172413793103,0.00446360153256705,0.0123180076628352,0.00139846743295019,0.000363984674329502,0.000421455938697318,0.022911877394636,0.0693869731800766,0.0316666666666667
"15","B",2020-06-17,TRUE,20,"15_B_2020-06-17.png",0.852337164750958,0.00588122605363985,0.00473180076628352,0.00731800766283525,0.00149425287356322,0.000268199233716475,0,0.019176245210728,0.0779501915708812,0.0308429118773946
"21","B",2020-05-28,TRUE,0,"21_B_2020-05-28.png",0.801015325670498,0.0295785440613027,0.0504022988505747,0.0634865900383142,0.0291379310344828,0.0010727969348659,0.0189846743295019,0.00601532567049808,0.000306513409961686,0
"21","B",2020-05-29,FALSE,1,"21_B_2020-05-29.png",0.81227969348659,0.00195402298850575,0.0259770114942529,0.0385632183908046,0.0528544061302682,0.0402298850574713,0.0222413793103448,0.00515325670498084,0.000517241379310345,0.000229885057471264
"21","B",2020-05-30,TRUE,2,"21_B_2020-05-30.png",0.814961685823755,0.00105363984674329,0.0165325670498084,0.0140804597701149,0.0534674329501916,0.0469348659003831,0.0495593869731801,0.00235632183908046,0.000670498084291188,0.000383141762452107
"21","B",2020-06-01,TRUE,4,"21_B_2020-06-01.png",0.817911877394636,0.00116858237547893,0.0127011494252874,0.0287739463601533,0.0510344827586207,0.0459578544061303,0.0352681992337165,0.00494252873563218,0.00126436781609195,0.000977011494252874
"21","B",2020-06-02,FALSE,5,"21_B_2020-06-02.png",0.818812260536398,0.00130268199233716,0.00846743295019157,0.0471072796934866,0.0510153256704981,0.0383908045977011,0.0267241379310345,0.00561302681992337,0.0017816091954023,0.00078544061302682
"21","B",2020-06-03,TRUE,6,"21_B_2020-06-03.png",0.821187739463602,0.00201149425287356,0.00934865900383142,0.0574137931034483,0.0674712643678161,0.0336015325670498,0,0.00618773946360153,0.00258620689655172,0.000191570881226054
"21","B",2020-06-04,FALSE,7,"21_B_2020-06-04.png",0.822873563218391,0.00314176245210728,0.0100191570881226,0.0724521072796935,0.0510344827586207,0.0170689655172414,0.00283524904214559,0.0149808429118774,0.00482758620689655,0.000766283524904215
"21","B",2020-06-05,TRUE,8,"21_B_2020-06-05.png",0.821704980842912,0.005,0.0148659003831418,0.0801149425287356,0.0379501915708812,0.00448275862068965,0.000191570881226054,0.0278544061302682,0.00676245210727969,0.0010727969348659
"21","B",2020-06-06,FALSE,9,"21_B_2020-06-06.png",0.829157088122605,0.0089463601532567,0.0173180076628352,0.0689080459770115,0.0297126436781609,0.00340996168582375,0.000134099616858238,0.0326819923371647,0.00737547892720306,0.00235632183908046
"21","B",2020-06-07,TRUE,10,"21_B_2020-06-07.png",0.82727969348659,0.00507662835249042,0.012816091954023,0.0247701149425287,0.0112068965517241,0.00170498084291188,0.0311494252873563,0.0517241379310345,0.0298850574712644,0.00438697318007663
"21","B",2020-06-08,FALSE,11,"21_B_2020-06-08.png",0.827547892720306,0.00720306513409962,0.00980842911877395,0.0301724137931034,0.0119540229885057,0.00132183908045977,0.0173371647509579,0.0509961685823755,0.0393103448275862,0.00434865900383142
"21","B",2020-06-09,TRUE,12,"21_B_2020-06-09.png",0.834080459770115,0.00685823754789272,0.00760536398467433,0.016360153256705,0.0111111111111111,0.000593869731800766,0.0165134099616858,0.0484674329501916,0.0540421455938697,0.00436781609195402
"21","B",2020-06-10,FALSE,13,"21_B_2020-06-10.png",0.829501915708812,0.00657088122605364,0.00716475095785441,0.0185632183908046,0.00400383141762452,0.000593869731800766,0.00883141762452107,0.0400766283524904,0.0789655172413793,0.005727969348659
"21","B",2020-06-11,TRUE,14,"21_B_2020-06-11.png",0.831647509578544,0.00478927203065134,0.00431034482758621,0.00994252873563218,0.005,0.000402298850574713,0.00913793103448276,0.0283524904214559,0.0976436781609195,0.00877394636015326
"21","B",2020-06-12,FALSE,15,"21_B_2020-06-12.png",0.839195402298851,0.00431034482758621,0.00404214559386973,0.0078544061302682,0.00216475095785441,0.000363984674329502,0.0068007662835249,0.0214942528735632,0.101743295019157,0.0120306513409962
"21","B",2020-06-13,TRUE,16,"21_B_2020-06-13.png",0.839693486590038,0.0035632183908046,0.00365900383141762,0.00482758620689655,0.00136015325670498,0.000306513409961686,0.0024904214559387,0.0123946360153257,0.113390804597701,0.0183141762452107
"21","B",2020-06-14,FALSE,17,"21_B_2020-06-14.png",0.838409961685824,0.00377394636015326,0.00298850574712644,0.00329501915708812,0.00153256704980843,0.000268199233716475,0.00316091954022989,0.0089272030651341,0.117452107279693,0.0201915708812261
"21","B",2020-06-15,TRUE,18,"21_B_2020-06-15.png",0.844540229885058,0.00312260536398467,0.00281609195402299,0.00210727969348659,0.00160919540229885,0.00028735632183908,0.00195402298850575,0.00576628352490421,0.108754789272031,0.0290421455938697
"21","B",2020-06-16,FALSE,19,"21_B_2020-06-16.png",0.846302681992337,0.00398467432950192,0.00264367816091954,0.00260536398467433,0.00132183908045977,0.000402298850574713,0.00053639846743295,0.00333333333333333,0.113524904214559,0.0253448275862069
